Annual_Income,Declared_Tax,Deduction_Risk,Expense_Anomaly,Investment_Mismatch,Cash_Transaction_Risk,Business_Loss_Risk,Asset_Underreporting,Refund_Claim_Risk,Compliance_Risk,Income_Variation,Previous_Audit_Flag,Penalty_History,High_Value_Transactions,Foreign_Asset_Score,GST_Mismatch,Suspicious_Deduction,Shell_Company_Link,Frequent_ITR_Revisions,Cash_Deposit_Spike,High_Risk_Industry,Fraud
2131760,643447,30,58,58,75,57,16,90,19,1,1,1,11,25,1,1,0,1,1,1,0
331373,705606,27,42,15,62,25,73,95,1,40,0,0,73,70,0,1,1,0,0,1,0
315294,536821,59,3,55,99,94,60,4,39,15,0,0,43,39,1,1,1,1,0,1,0
3332514,730512,2,4,44,51,78,45,96,29,58,1,0,65,11,0,0,0,1,0,1,0
4535868,771941,54,67,58,47,97,54,14,9,8,0,1,18,0,0,1,1,1,1,1,0
1626388,382972,13,99,49,60,28,49,56,63,68,0,0,12,69,1,1,1,1,1,0,1
4051424,851090,57,44,84,23,8,74,4,41,9,0,0,54,0,0,0,1,0,1,0,1
2415167,829930,88,79,11,73,77,10,19,74,93,0,0,96,7,0,0,0,0,0,1,1
4086402,638316,14,24,91,57,35,11,80,52,6,1,1,64,32,1,0,1,0,0,0,0
889944,803204,1,77,11,63,3,39,3,92,92,1,0,91,67,0,1,0,1,1,1,1
888105,880817,23,10,32,29,58,47,55,52,65,0,1,69,49,0,1,1,1,0,1,0
2810910,971540,77,28,83,28,36,55,84,39,19,1,0,2,5,0,0,0,0,0,0,0
2189173,981035,63,33,48,9,87,7,33,15,62,1,0,24,59,1,1,0,1,1,0,0
3280761,255231,70,85,20,38,80,87,39,47,3,1,1,51,62,1,1,1,1,0,0,1
1614466,17940,99,13,59,54,12,13,68,60,27,0,0,15,51,0,1,0,1,1,1,0
645101,385171,23,23,51,27,19,86,67,91,71,1,0,42,2,1,0,0,1,0,1,1
1305534,546220,26,58,53,17,16,55,21,80,34,0,0,55,78,1,0,0,0,0,1,1
3427802,231377,36,38,38,40,50,53,13,37,1,1,1,67,69,1,0,0,1,0,0,0
1783593,455043,93,25,48,80,90,99,67,43,40,1,1,7,5,1,0,0,1,0,1,1
2003649,983935,90,42,63,74,54,16,7,14,27,1,0,79,36,0,1,1,1,0,1,1
1424665,29648,38,35,99,64,32,44,66,94,74,1,0,43,50,1,1,1,1,1,1,1
2494544,37966,62,38,85,80,20,4,45,60,99,0,1,37,26,1,0,1,1,1,1,1
4553127,425993,78,60,25,99,80,2,28,6,72,1,1,22,45,0,0,0,1,0,1,0
698863,260733,25,15,70,99,21,8,89,29,0,1,0,5,68,0,1,1,1,0,1,0
567654,168639,64,58,6,45,24,83,93,35,26,1,0,42,16,1,1,0,0,1,1,0
2876188,251331,3,95,71,59,66,19,11,89,66,1,0,43,86,0,0,0,1,0,0,1
3495990,939678,28,5,61,8,90,82,78,10,38,1,1,79,16,1,1,0,1,0,0,0
1692785,47598,0,97,89,44,90,20,51,69,72,0,1,79,22,0,0,0,0,1,1,1
997079,195271,49,55,87,59,11,79,57,28,39,0,1,22,38,0,1,0,1,0,1,1
4242787,412014,85,7,23,27,14,32,1,91,27,0,1,15,32,1,0,0,1,0,0,0
4128083,987868,10,93,39,96,83,4,0,78,84,0,0,99,65,1,1,1,1,1,0,1
2899015,940062,73,26,75,2,85,23,54,92,91,1,1,75,9,1,0,0,0,0,1,1
3614527,852516,58,70,46,50,1,62,91,5,23,0,1,8,82,0,0,1,0,0,0,0
1486125,704597,61,26,7,7,3,78,98,75,81,0,1,81,39,1,1,1,1,0,0,1
3940047,725857,80,88,53,69,44,25,33,50,50,1,0,8,72,0,0,0,1,1,1,1
648982,660538,35,45,8,58,12,88,63,79,55,0,0,84,14,0,1,0,0,1,1,1
1372622,253004,55,40,2,60,54,91,67,37,72,0,0,57,42,0,0,0,1,0,1,1
2703771,22118,89,78,53,57,31,32,81,72,25,1,0,64,87,1,0,1,1,1,1,1
3377825,27616,20,24,20,69,21,17,11,21,87,0,1,58,11,0,0,0,1,0,1,0
1196161,136870,12,85,94,92,88,17,49,96,51,0,1,22,21,1,0,0,0,1,1,1
4383839,274745,8,17,47,11,90,37,20,89,5,0,0,68,17,0,0,1,0,0,1,0
866326,816795,10,11,46,8,54,32,9,53,58,0,0,18,65,0,0,1,1,0,1,0
849150,7795,74,86,87,48,16,26,84,39,11,1,0,34,61,0,1,0,1,1,0,1
3575957,102462,69,50,67,82,69,48,88,6,62,0,1,96,60,0,0,0,0,0,0,1
318834,443480,0,38,83,16,50,49,80,95,35,1,1,54,59,0,1,1,1,0,1,0
3439576,370036,69,88,62,53,79,14,69,39,8,1,1,81,78,1,1,0,1,0,1,1
3398649,339977,76,9,15,43,7,76,13,23,73,1,1,39,38,0,1,1,0,1,0,0
4679125,527904,85,93,73,31,60,51,39,40,66,1,0,13,72,1,1,0,0,1,1,1
4449913,270228,55,73,89,34,96,97,81,50,28,0,0,83,21,1,1,1,1,0,0,1
4622201,887297,30,97,92,77,9,67,29,38,70,0,1,12,80,1,1,0,1,1,1,1
1279600,474862,85,76,4,48,97,98,72,82,89,0,1,52,13,0,0,1,1,0,0,1
1225715,792163,36,53,10,53,18,18,13,42,7,1,0,79,94,1,1,0,1,0,1,0
1638533,137201,46,28,28,15,13,94,51,68,42,1,0,94,6,0,0,1,0,0,1,1
2481230,164094,90,40,78,84,66,24,16,93,76,1,0,38,34,0,0,1,1,0,0,1
3703157,268749,77,8,69,11,54,75,61,58,34,0,1,98,33,1,0,0,1,0,1,1
661243,82506,46,62,47,87,60,75,97,24,82,0,0,83,66,0,0,1,1,0,0,1
2258852,769601,68,76,14,97,55,24,21,93,21,0,1,64,62,0,0,0,1,1,0,1
3459360,49130,57,36,83,7,62,32,52,24,79,0,0,55,1,0,1,1,0,1,0,0
2185588,951769,35,13,33,20,86,59,31,72,78,0,1,39,90,0,0,1,1,0,0,0
451451,168402,31,72,59,47,10,36,75,90,65,0,0,45,44,0,0,0,1,1,0,1
4397355,859901,97,71,61,7,46,91,54,23,20,1,0,76,62,1,1,1,0,1,0,1
1952683,151259,63,38,1,27,5,42,79,61,93,1,0,6,1,1,1,0,0,0,1,0
1204646,424007,70,39,79,79,33,8,21,42,70,0,0,44,53,0,0,0,1,0,0,1
1171525,357580,41,53,18,9,64,13,37,58,94,1,0,21,50,0,1,0,0,0,0,0
4067500,206682,47,2,97,51,98,2,49,53,40,0,0,6,40,1,1,0,0,0,0,0
4583711,379485,73,54,48,14,88,68,65,78,40,1,1,83,4,1,0,1,0,0,1,1
649395,228034,80,32,77,3,63,55,44,25,48,0,0,51,84,1,0,0,0,0,1,0
1460386,962371,29,95,87,89,92,25,7,53,98,0,1,99,70,0,0,1,1,1,0,1
3254390,514394,20,70,27,78,86,52,64,60,3,0,0,67,24,1,0,1,0,1,0,1
3579569,923397,59,18,47,99,81,40,39,93,97,1,0,69,0,1,1,1,0,1,1,1
3100603,628982,12,33,95,95,77,81,4,74,64,0,0,66,8,1,1,1,1,1,1,1
3167197,549061,0,77,36,61,80,20,44,92,9,1,0,2,65,0,0,0,0,0,1,0
422866,795671,64,49,73,3,65,38,45,78,93,0,1,57,66,1,0,0,1,0,0,1
1335248,288007,32,46,48,40,30,79,35,43,95,1,0,66,3,0,0,0,0,1,0,1
1846711,318559,37,45,47,72,82,22,16,8,66,1,0,99,20,0,0,0,1,0,0,1
1623286,73968,24,55,72,98,95,92,40,41,9,0,0,53,60,0,0,1,0,0,1,1
3895961,498891,25,56,87,54,61,73,29,28,72,0,1,8,25,0,0,1,1,0,0,1
3377945,589718,76,82,99,27,53,57,51,78,16,0,1,53,43,0,1,0,0,0,1,1
3613821,255072,58,50,28,46,91,68,78,80,66,1,0,79,36,1,0,1,1,0,1,1
383062,6515,91,53,59,8,7,74,19,79,90,0,0,50,77,0,1,0,1,0,1,1
2691518,102206,32,89,28,1,41,28,35,57,52,0,0,15,9,0,0,1,0,1,0,0
3041992,250282,40,80,57,66,40,61,65,85,34,1,0,11,89,1,1,0,1,1,1,1
4494539,764990,29,27,47,47,58,52,44,62,3,1,1,19,73,1,0,1,1,1,0,0
3420468,412821,56,18,22,68,39,44,3,48,67,1,1,52,81,0,1,0,0,0,0,0
1003328,847672,48,26,26,73,21,26,49,10,95,0,1,30,90,1,1,0,1,1,1,0
4262958,10586,47,47,94,27,23,33,87,88,10,0,1,93,80,1,0,1,0,0,1,1
1243233,911851,71,18,6,78,37,13,54,53,43,0,1,20,73,0,0,1,1,1,1,0
1911741,913806,48,96,48,13,1,40,58,29,59,0,1,2,74,0,0,1,0,1,0,0
729525,774565,46,50,53,45,40,73,41,65,69,1,0,20,46,1,0,1,0,1,1,1
376615,560474,55,6,67,86,18,59,1,64,61,1,0,91,87,1,0,1,1,1,1,1
4581932,556216,64,28,77,12,1,41,45,57,98,1,0,27,82,0,1,0,0,1,1,1
2935988,758624,11,42,41,15,91,50,1,56,31,0,1,4,79,1,0,1,0,1,0,0
4801020,743447,68,68,73,93,95,74,49,36,45,1,0,70,22,1,1,0,1,1,0,1
3899391,390134,87,93,58,39,61,10,0,53,22,0,1,68,75,0,1,1,1,0,0,1
741252,354173,5,57,43,71,82,34,12,72,36,1,0,72,53,0,0,0,0,0,1,1
1886293,549999,88,7,97,80,15,18,69,68,89,1,1,46,58,0,0,1,0,0,1,1
3812610,584250,64,41,25,29,93,87,21,23,97,0,0,84,18,1,0,1,1,0,0,1
2364367,25039,24,75,22,80,21,64,16,62,74,1,0,19,24,1,0,0,1,0,1,1
2104050,565849,0,41,72,98,13,75,58,90,57,1,1,37,66,0,1,1,1,1,0,1
344356,211555,31,12,7,64,55,60,85,93,84,0,0,36,12,1,1,1,0,1,1,1
4598165,496087,2,25,52,57,64,46,69,50,42,1,1,57,20,1,1,0,0,0,1,0
3299320,224730,48,17,13,87,44,13,2,14,87,0,0,16,21,0,1,0,1,1,0,0
555612,6577,18,41,70,47,53,66,69,46,14,1,0,41,46,1,0,0,1,0,0,0
3800333,112792,59,50,6,48,65,51,80,72,66,1,0,91,62,0,1,0,0,0,0,1
209435,950854,28,83,8,88,85,31,98,45,1,0,0,94,28,0,0,0,1,0,0,1
4841860,777268,49,15,2,1,45,79,48,29,70,0,0,96,48,1,1,0,1,1,1,0
1948014,243540,1,2,77,88,32,9,49,78,4,0,1,31,24,1,1,0,0,0,1,0
3921309,956302,72,90,16,13,78,16,34,19,52,1,1,61,22,1,1,0,0,1,0,0
4473085,233506,55,78,43,96,49,39,22,56,44,1,1,95,75,0,1,1,1,0,0,1
2488627,741777,16,97,85,16,21,67,71,48,92,0,0,86,48,0,0,0,1,0,1,1
964121,15785,59,44,45,30,39,62,6,55,40,0,1,20,22,1,0,1,1,1,0,0
1369748,77227,35,21,89,9,38,14,49,55,62,0,1,88,4,0,1,1,0,1,1,0
3702630,910112,60,22,57,69,40,96,9,24,95,0,0,32,28,1,0,0,1,1,1,1
2782115,853389,16,58,27,88,74,38,89,8,93,1,0,66,4,1,1,1,0,0,0,1
1307677,594719,48,61,13,36,67,56,54,21,71,1,0,5,38,1,1,1,0,0,0,0
488790,415513,75,67,8,63,6,9,73,76,31,0,1,91,98,1,1,1,1,1,0,1
2844489,863326,59,53,25,29,84,70,18,36,1,0,1,65,34,0,0,1,0,1,1,0
1608836,252941,19,56,1,33,70,96,22,27,9,1,0,31,80,1,1,1,1,1,1,0
1841249,724132,49,22,74,17,3,16,94,13,42,1,1,63,29,0,0,1,1,0,1,0
3893305,155653,2,59,80,87,75,75,63,29,42,1,1,25,55,1,1,0,1,1,1,1
4666271,322336,42,72,33,62,90,16,32,38,66,1,1,61,1,0,0,1,1,1,0,1
4585536,268606,56,87,18,48,58,15,65,56,22,1,1,4,14,1,1,1,1,0,0,0
1552695,395992,49,84,38,55,80,77,91,4,97,1,0,10,50,0,1,1,0,1,1,1
2306692,724533,67,54,81,90,83,2,95,11,81,0,0,73,22,0,0,0,0,0,1,1
1789228,938015,80,79,12,57,94,50,96,34,96,0,0,78,25,1,1,1,1,1,0,1
3743555,343250,49,62,4,26,25,93,8,40,96,1,1,81,10,1,1,0,0,0,0,1
2849103,315809,36,55,49,54,30,45,28,62,59,0,0,48,23,0,1,0,0,0,1,1
1300567,704774,45,54,22,84,98,54,78,41,80,0,0,77,8,1,1,1,0,0,1,1
2485903,348154,41,24,87,18,72,98,17,64,5,1,1,91,77,0,1,1,0,0,0,1
4032065,601861,14,25,28,22,68,25,81,64,12,1,0,93,87,0,0,0,1,0,0,0
249115,229737,32,48,71,46,51,75,70,42,20,0,1,61,70,0,0,0,0,1,0,1
3537690,899235,79,62,25,78,71,30,77,59,94,1,0,59,9,1,0,1,1,1,1,1
921747,648970,10,44,78,65,20,80,28,19,57,1,1,76,96,0,1,0,1,1,1,1
4930530,542674,19,72,56,98,15,71,82,97,84,0,0,83,96,0,0,0,1,0,0,1
3249851,391213,23,78,0,50,50,18,60,97,96,0,0,1,90,0,1,0,0,1,1,0
3023100,59460,63,38,27,83,15,89,4,62,27,0,0,88,71,1,1,1,0,1,0,1
3184626,404437,79,96,61,27,17,67,68,23,69,1,1,58,77,0,0,1,0,0,1,1
1604330,421690,93,64,46,56,46,14,55,91,7,0,1,75,70,1,1,1,0,1,1,1
451492,120375,97,68,77,57,55,57,51,74,76,1,0,24,81,0,0,1,0,1,0,1
4235851,904092,64,55,97,14,27,77,14,71,97,1,1,67,56,1,0,1,0,0,0,1
691072,157117,87,8,58,15,81,29,89,34,57,0,1,41,89,0,1,0,1,1,1,0
1286880,882751,87,69,30,96,77,47,87,40,39,0,1,75,14,1,0,1,0,0,0,1
4899303,121582,72,27,69,46,55,55,82,15,85,1,0,70,32,1,0,0,0,0,1,1
4725897,503909,85,44,48,62,36,41,19,79,0,1,0,54,10,1,1,1,0,0,1,1
2255723,927426,75,25,4,11,15,23,72,5,76,1,0,37,18,1,0,0,1,0,0,0
2448988,772303,16,27,30,42,84,51,91,19,64,1,1,95,41,1,0,0,1,0,0,0
4503244,683066,88,39,36,83,64,42,15,55,9,0,0,42,81,1,1,1,1,1,0,1
1514093,834203,91,14,78,28,59,33,74,74,59,0,0,69,85,0,0,1,0,0,0,1
2964673,581623,60,5,14,48,60,59,97,7,68,0,0,52,57,1,1,0,0,1,0,0
3176242,758375,14,26,51,2,10,82,24,83,19,0,0,90,99,0,1,1,1,0,1,0
4780081,57949,93,37,68,68,74,2,56,95,61,1,0,98,17,0,0,0,1,1,0,1
2848790,468930,50,67,91,59,65,67,20,96,12,1,0,20,17,1,1,0,1,0,1,1
3963024,100558,26,74,96,65,31,10,4,5,57,0,1,19,21,0,1,0,1,0,1,0
2846791,413456,85,84,10,86,18,12,74,91,36,0,0,18,88,1,0,1,1,0,0,1
2910108,893704,73,63,42,89,55,49,8,7,9,1,0,32,51,0,1,0,0,0,0,0
3553597,794148,60,29,69,25,4,81,10,61,2,1,0,62,43,1,1,0,0,0,1,1
265953,152646,57,81,22,70,2,18,64,13,33,1,1,67,30,0,0,1,0,0,0,0
4189618,772175,30,98,39,73,27,43,62,2,33,0,0,59,8,1,0,0,0,1,0,1
2797480,471933,90,2,62,68,89,32,25,1,29,0,1,18,49,1,1,0,1,0,0,0
4397571,509515,11,61,1,46,86,37,73,21,36,1,1,27,60,1,1,0,0,0,1,0
3122097,966570,45,11,78,75,93,2,18,96,67,0,1,21,18,0,0,1,1,1,0,1
357164,722186,30,90,86,95,71,98,15,84,33,1,0,50,51,0,1,1,1,0,0,1
4929930,680573,31,29,85,41,99,64,55,69,31,0,1,87,54,1,0,1,1,1,1,1
2428636,76916,31,84,72,30,28,34,67,70,84,1,0,62,24,1,1,0,0,0,0,1
731831,726511,98,37,46,21,76,35,77,5,57,0,0,61,78,0,1,1,0,0,1,0
3189475,264590,52,84,29,16,58,37,29,49,23,1,1,93,68,0,1,1,1,0,0,1
3406420,777378,60,59,15,83,24,38,6,43,8,0,1,28,74,0,1,1,0,1,0,0
3565884,580194,45,37,58,19,21,24,11,7,40,1,0,73,12,0,1,1,0,1,0,0
3569720,791895,84,14,46,7,96,63,23,23,23,1,0,31,33,0,1,0,1,0,0,0
4911075,954477,73,17,29,97,70,12,21,26,24,1,1,72,71,1,0,1,0,0,0,0
2840328,79694,79,51,8,48,22,67,46,52,35,1,0,24,24,1,1,0,0,0,1,0
891095,418867,6,28,64,86,69,69,29,50,7,0,0,15,90,0,1,0,0,0,1,0
1033727,860126,3,59,58,37,78,74,59,27,92,1,1,14,74,0,1,1,1,1,1,0
1362928,287152,90,20,63,52,78,0,38,58,88,1,0,58,63,1,0,1,0,0,0,1
2383151,75474,51,16,7,27,39,71,19,68,58,1,0,47,81,1,1,1,0,0,0,0
3363683,567473,88,17,51,76,97,53,25,82,34,0,0,17,9,0,0,0,0,0,1,1
4170001,355068,30,56,17,28,13,97,48,72,37,1,0,22,96,0,1,0,0,1,1,0
270640,267048,74,36,90,71,28,8,68,24,91,0,1,54,99,0,0,0,1,1,0,1
4590886,996921,83,59,81,10,15,35,41,43,82,1,0,41,16,1,1,1,1,1,0,1
2200991,785862,35,37,95,46,92,36,5,46,31,1,1,2,4,0,1,1,0,0,1,0
4322263,731499,53,11,57,44,86,58,52,12,50,1,1,70,86,1,1,0,1,0,1,0
4794877,826412,53,74,48,17,9,20,33,52,27,1,0,51,66,0,1,0,0,1,0,0
4455780,551792,16,83,31,49,46,19,68,52,55,0,0,10,9,0,1,1,1,0,0,0
1555531,59970,74,72,47,88,3,0,9,36,98,0,0,54,26,1,1,1,0,1,0,1
875510,283910,29,0,44,48,11,98,27,62,7,1,0,87,55,0,0,0,1,1,0,0
3941196,646232,98,57,53,21,41,58,2,65,40,1,1,98,6,1,1,0,0,1,1,1
2934296,885354,21,2,99,44,97,27,76,39,22,1,0,24,28,0,1,0,0,0,1,0
3531869,409911,42,62,99,60,3,70,47,77,53,0,1,91,48,1,0,1,0,1,0,1
1098320,416012,26,20,84,98,83,55,65,60,22,1,0,75,38,1,0,1,1,0,0,1
2207635,178615,36,22,45,92,91,8,34,94,31,0,0,86,69,0,1,0,1,0,1,1
1426607,937063,45,8,95,20,91,64,51,5,9,0,1,80,8,0,0,1,0,0,1,0
4263960,502666,34,82,30,70,5,35,61,24,80,1,1,40,71,1,0,0,0,1,0,1
3464908,693499,3,54,36,60,13,97,51,45,34,0,1,36,60,0,0,0,0,0,1,0
4460538,125494,79,18,15,75,34,33,46,30,98,1,1,81,77,1,0,0,1,0,1,1
1812818,764229,79,61,45,35,46,80,53,79,62,0,1,54,53,1,0,0,0,1,1,1
2475504,538090,84,86,45,23,57,31,27,62,66,1,0,8,8,0,0,0,1,0,1,1
3425187,996347,25,90,77,31,64,65,22,90,35,1,1,98,59,1,0,0,1,1,1,1
4804299,176277,99,90,87,90,18,99,86,93,92,1,1,35,51,0,1,0,0,1,0,1
4860456,496966,18,38,88,95,56,24,34,67,48,1,0,56,74,0,1,1,0,0,0,1
4298502,301303,80,99,60,58,64,50,31,38,45,1,0,62,10,1,1,0,0,0,0,1
3821581,16516,44,75,45,95,12,62,1,79,26,1,1,81,34,1,0,1,1,0,1,1
4446238,317636,25,26,50,95,7,89,15,35,30,0,0,19,74,0,1,0,0,0,0,0
625523,820518,21,45,61,89,17,44,15,6,33,0,0,84,35,1,1,0,0,1,0,1
3799865,643046,57,33,34,74,34,25,50,84,75,0,0,46,54,1,1,0,1,1,1,1
4399790,559768,62,32,80,81,86,20,66,65,58,1,0,19,2,0,1,0,1,1,0,1
1239458,188163,27,91,41,4,25,81,91,54,53,1,0,5,82,0,0,0,0,1,1,0
3972811,133023,64,94,44,15,37,92,92,71,88,1,0,72,71,0,0,0,0,0,0,1
2517336,377339,43,95,67,10,83,50,53,41,65,1,1,92,52,1,0,1,1,1,1,1
4360435,183838,99,49,74,34,65,23,19,26,29,1,1,28,27,1,0,0,1,1,0,0
2963642,830169,42,19,46,74,25,91,99,1,72,1,0,76,52,0,0,0,0,0,0,1
2009891,276409,36,39,78,41,56,11,32,69,22,0,1,99,53,0,0,1,1,0,1,1
3988340,643453,65,98,29,86,99,10,85,3,8,1,1,90,52,0,1,1,1,1,0,1
2619862,648789,16,94,23,97,24,26,7,20,83,1,0,48,64,0,1,1,0,1,1,1
397775,778617,39,57,65,80,29,22,23,0,54,1,0,5,52,1,0,0,0,1,0,0
2586488,338134,37,30,42,9,81,32,52,37,0,1,0,38,39,1,1,0,1,1,0,0
987494,499670,84,37,33,81,6,79,63,59,55,1,0,31,93,0,1,1,0,0,0,1
1401193,806818,60,85,22,7,26,91,57,75,38,0,1,48,40,1,0,1,1,0,1,1
4143334,896150,8,44,60,25,10,91,36,90,86,1,0,42,37,1,1,0,1,1,0,1
3209758,828857,76,40,94,2,7,37,83,13,17,1,1,27,74,1,0,1,1,1,0,0
733636,126635,74,8,36,58,10,54,11,78,41,0,0,44,28,0,1,0,1,0,0,1
3238370,703614,60,8,12,87,87,69,83,87,95,0,1,64,30,0,0,1,1,0,0,1
4432406,225935,79,62,96,2,29,41,83,81,72,1,0,49,60,1,0,0,0,0,0,1
4468764,516566,15,78,70,37,93,28,3,16,74,0,0,53,73,0,0,0,0,0,1,0
3435658,58634,1,76,95,1,14,33,93,72,64,0,0,50,98,0,1,1,1,1,1,1
1976203,708022,71,21,6,98,55,56,30,46,74,1,0,42,39,1,1,0,1,1,0,1
2476360,878420,42,15,41,16,34,2,85,81,32,0,1,63,92,1,1,1,0,1,0,0
4608249,764144,41,31,37,72,38,5,78,55,29,1,0,94,1,0,1,0,0,1,1,0
4626219,897769,76,65,51,35,23,47,37,52,4,0,1,29,47,1,0,1,0,0,1,0
2734629,497503,56,89,43,85,7,63,36,17,49,1,1,81,0,1,0,1,0,1,0,1
725830,223599,80,13,63,94,42,12,91,68,64,1,0,92,58,1,1,1,1,0,0,1
1532397,242919,87,37,12,97,41,35,74,47,9,0,0,41,31,0,1,1,1,1,1,0
2336233,473668,66,97,87,87,83,78,13,8,59,0,1,37,87,1,1,1,0,0,1,1
918216,408359,29,7,27,72,40,69,74,53,76,1,0,86,1,1,0,0,1,1,1,1
717313,489607,12,99,95,1,46,32,72,34,26,1,1,85,58,0,1,1,1,1,1,1
3865060,938085,18,20,81,84,25,75,23,45,71,0,0,65,2,0,0,0,0,1,1,1
3662565,596731,6,55,97,33,51,56,9,0,27,1,0,68,72,0,1,0,1,0,1,0
1537682,296568,8,45,97,26,87,54,37,40,44,0,0,14,48,0,1,1,1,1,0,0
1486643,355988,82,42,0,36,21,12,42,72,51,0,1,60,87,1,1,0,1,1,1,0
1733584,833416,53,91,42,70,4,96,36,31,65,0,0,95,75,0,1,0,0,1,1,1
594540,46505,85,45,41,21,14,50,41,83,61,1,1,5,33,0,0,0,0,0,1,1
2815075,107478,81,47,94,67,35,91,31,76,75,1,0,77,61,0,0,1,1,0,0,1
4642987,67699,60,69,49,13,62,52,83,39,90,0,1,23,33,1,0,0,0,1,0,1
226790,949461,86,83,59,97,92,35,13,10,76,0,0,84,22,0,0,0,0,0,0,1
1891738,423680,1,30,0,22,78,4,3,61,59,1,1,13,18,0,0,0,1,1,0,0
3108873,905444,49,32,50,43,90,24,23,45,85,1,0,11,51,1,1,1,0,0,1,0
648345,159721,74,43,15,88,48,80,95,47,39,1,1,54,59,1,1,1,0,0,0,1
949074,964569,30,70,38,64,54,36,9,42,14,0,1,67,95,1,1,1,1,0,1,0
3885501,826190,32,7,14,78,71,18,15,50,94,0,1,43,27,1,0,1,1,1,0,0
2079490,141668,77,72,32,95,59,34,38,60,6,1,1,84,89,1,0,1,0,1,1,1
4087857,283518,79,1,86,77,56,33,95,41,38,0,1,80,48,1,1,1,0,1,0,1
3376083,647974,10,16,52,60,28,53,17,25,50,0,1,92,44,1,0,1,1,1,0,0
1654908,270919,32,51,97,84,18,45,24,10,98,1,0,50,75,0,1,1,1,1,0,1
2453694,818820,6,44,16,54,94,5,6,24,6,0,0,79,94,0,1,1,1,0,0,0
3519144,390944,30,36,88,70,72,82,55,39,11,1,0,81,59,0,1,1,0,0,0,1
505062,812461,47,41,5,99,9,0,46,24,13,1,1,37,74,1,0,0,0,0,0,0
2587312,613269,46,43,30,84,9,70,81,83,33,1,0,40,55,1,0,1,1,1,1,1
3893976,320783,77,80,68,49,96,33,81,74,38,1,1,43,3,0,0,0,1,1,0,1
4608224,119010,91,37,39,11,88,55,2,73,72,0,1,74,17,1,0,0,0,1,1,1
4235493,937149,52,98,29,78,56,82,0,51,63,1,0,95,28,0,1,0,0,1,0,1
3588532,560393,79,93,68,14,53,96,32,2,96,1,0,91,38,0,1,0,1,0,1,1
1625541,528472,18,5,75,16,55,25,70,38,11,1,0,15,54,0,1,0,0,1,1,0
2071403,411884,80,67,6,33,67,41,73,90,33,0,1,97,57,1,0,0,0,0,0,1
1021052,264021,89,50,12,34,68,90,58,34,26,0,0,49,46,0,0,1,0,1,1,1
2007150,152032,5,34,3,38,86,37,71,39,21,0,1,93,30,1,0,0,1,1,1,0
2425300,655807,48,57,49,77,54,25,31,94,17,0,1,37,27,0,1,0,1,0,1,1
2055567,147429,72,56,2,54,68,98,86,84,45,1,1,85,26,0,0,1,0,1,1,1
1734837,462820,49,72,11,58,71,58,16,21,43,0,0,4,29,0,0,0,1,0,0,0
3701268,894171,80,5,64,4,80,83,77,61,17,0,0,8,48,1,0,0,1,0,1,0
3538442,318940,94,12,26,29,0,23,16,18,36,0,0,76,41,0,1,1,1,0,1,0
4654051,282948,11,58,49,3,11,20,88,13,6,1,0,38,74,0,1,0,0,0,0,0
623570,657020,22,85,76,14,34,59,20,49,67,1,1,86,77,1,1,1,1,0,1,1
2573139,674986,53,91,16,34,77,89,54,61,79,1,1,26,67,0,1,1,1,0,0,1
1058158,164204,68,29,71,73,81,19,5,86,85,1,1,31,99,0,0,0,0,1,0,1
2314792,799383,99,99,31,54,73,5,83,89,59,0,1,63,0,0,1,0,0,1,0,1
252528,928953,58,1,83,65,78,66,48,42,47,0,0,94,43,0,0,0,1,1,0,1
2073421,286209,35,57,50,59,32,9,83,54,50,0,0,32,36,1,1,0,1,1,0,0
2798260,892935,2,35,16,23,82,11,25,39,99,0,1,89,32,0,1,1,1,1,1,0
1617077,110072,57,71,33,91,97,96,31,11,83,0,0,17,20,0,1,1,0,0,1,1
3495887,669490,87,44,34,21,24,21,71,64,94,1,1,75,87,1,0,1,1,1,1,1
3518230,94360,54,8,98,43,15,61,43,33,51,0,1,66,39,1,1,0,0,1,1,1
2452728,67287,56,64,23,31,7,60,58,82,96,1,0,4,60,0,1,0,0,1,0,1
2685195,243009,16,76,53,94,34,79,28,22,76,1,1,77,12,0,0,0,0,1,1,1
4460507,712062,38,49,17,82,84,16,16,70,51,1,0,58,97,0,0,0,1,1,1,1
360775,697353,89,78,49,50,82,9,17,6,83,0,0,75,37,1,1,0,1,0,0,1
2867867,692235,67,31,45,84,45,11,39,64,53,0,1,3,28,1,0,1,1,1,0,0
1763299,775644,54,97,47,2,10,82,62,17,40,1,0,15,52,1,1,1,0,0,0,0
3669401,666414,44,42,32,69,60,39,81,7,41,0,0,74,63,0,1,1,0,0,1,0
3975803,235881,75,94,86,31,43,22,74,88,21,0,1,99,35,0,0,1,1,1,0,1
1544027,112357,0,77,88,1,10,39,44,41,38,0,0,47,4,1,1,1,1,1,1,0
4366500,446733,20,53,26,87,10,73,75,92,22,0,0,65,19,1,0,0,0,1,1,1
991267,212440,82,46,0,58,21,73,78,86,47,1,0,76,92,0,1,1,1,1,0,1
697562,558958,20,13,84,90,84,49,89,92,32,0,0,7,10,1,1,1,1,1,1,1
4048693,840544,51,47,58,72,90,9,2,0,40,0,0,43,71,0,1,1,0,0,1,0
4778238,879820,81,54,9,76,81,93,2,78,29,0,0,20,27,1,1,0,0,0,1,1
